original_uid,original_final_status,original_sequence_length,original_sequence_sha256,original_afdb_http_status_from_source_package,uniprot_lookup_status,uniprot_http_status,uniprot_primary_accession,uniprot_secondary_accessions_json,uniprot_entry_type,uniprot_id,organism,canonical_sequence_length,canonical_sequence_sha256,primary_differs_from_original,candidate_accessions_probed_json,afdb_v6_probe_results_json,afdb_v6_available_accessions_json,reviewed_accession_candidate,reviewed_accession_action,candidate_reason,replacement_performed,asset_generation_started,formal_assets_mutated,production_pool_mutated,production_d4_mutated,retryable,review_notes
A0A913XCT1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,546,2beaf559560da2b740a04bedd51013bb30163a4fc78bc5f020241c8ee53f71d2,404,DIRECT_LOOKUP_SUCCESS,200,A0A913XCT1,[],UniProtKB reviewed (Swiss-Prot),CGLR_EXADI,Exaiptasia diaphana,546,2beaf559560da2b740a04bedd51013bb30163a4fc78bc5f020241c8ee53f71d2,False,"[""A0A913XCT1""]","{""A0A913XCT1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A1E952,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,116,a1754cf89890620d2e19c92aa8c2531a16599b334bc0324696b2abb418602887,404,DIRECT_LOOKUP_SUCCESS,200,A1E952,[],UniProtKB reviewed (Swiss-Prot),MSRB1_PIG,Sus scrofa,116,a1754cf89890620d2e19c92aa8c2531a16599b334bc0324696b2abb418602887,False,"[""A1E952""]","{""A1E952"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A1VE87,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,351,1c5b4e9661d93f9287a2d30715ce0f071e823d69c381c78e7aabcce60a5d5fd9,404,DIRECT_LOOKUP_SUCCESS,200,A1VE87,[],UniProtKB reviewed (Swiss-Prot),SELD_NITV4,Nitratidesulfovibrio vulgaris (strain DP4),351,1c5b4e9661d93f9287a2d30715ce0f071e823d69c381c78e7aabcce60a5d5fd9,False,"[""A1VE87""]","{""A1VE87"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A1YIZ1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,451,df46e6883753b08f7db77bb025855192dd78480c9bf0f98e064cbb9dbecdd9ea,404,DIRECT_LOOKUP_SUCCESS,200,A1YIZ1,[],UniProtKB reviewed (Swiss-Prot),SPS2_PIG,Sus scrofa,451,df46e6883753b08f7db77bb025855192dd78480c9bf0f98e064cbb9dbecdd9ea,False,"[""A1YIZ1""]","{""A1YIZ1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A2QDI9,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,601,3703e6484032a8b16d6ef45f6bf38d2766c331d4ac18b0af937defa8a1f99165,404,DIRECT_LOOKUP_SUCCESS,200,A2QDI9,[],UniProtKB reviewed (Swiss-Prot),GATB_ASPNC,Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513),601,3703e6484032a8b16d6ef45f6bf38d2766c331d4ac18b0af937defa8a1f99165,False,"[""A2QDI9""]","{""A2QDI9"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A2T3S5,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,835,d0a06a66686e8769d886c37d3efa56005a237ab07fb6dbffc8bc5592bf4e148d,404,DIRECT_LOOKUP_SUCCESS,200,A2T3S5,[],UniProtKB reviewed (Swiss-Prot),VP3_ROTSH,Rotavirus A (isolate RVA/Monkey/South Africa/SA11-H96/1958/G3P5B[2]),835,d0a06a66686e8769d886c37d3efa56005a237ab07fb6dbffc8bc5592bf4e148d,False,"[""A2T3S5""]","{""A2T3S5"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A3MZ45,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,347,a9bfc05e3d15099bb5a6223cfb86b4bb090d71d498fd23b71a79d5a67d3290f3,404,DIRECT_LOOKUP_SUCCESS,200,A3MZ45,[],UniProtKB reviewed (Swiss-Prot),SELD_ACTP2,Actinobacillus pleuropneumoniae serotype 5b (strain L20),347,a9bfc05e3d15099bb5a6223cfb86b4bb090d71d498fd23b71a79d5a67d3290f3,False,"[""A3MZ45""]","{""A3MZ45"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A4GT88,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,249,7177c1aa71f8cc5d988d74387c7e5fc38cf499d6fa15b8f854a983412d26ed99,404,DIRECT_LOOKUP_SUCCESS,200,A4GT88,[],UniProtKB reviewed (Swiss-Prot),IOD1_RABIT,Oryctolagus cuniculus,249,7177c1aa71f8cc5d988d74387c7e5fc38cf499d6fa15b8f854a983412d26ed99,False,"[""A4GT88""]","{""A4GT88"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A4KX71,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,944,db2ba632f1c9a31ec83d757e9d3e994a31421753390222313fc6c2fe652c2208,404,DIRECT_LOOKUP_SUCCESS,200,A4KX71,[],UniProtKB reviewed (Swiss-Prot),HELI1_HVAVE,Heliothis virescens ascovirus 3e,944,db2ba632f1c9a31ec83d757e9d3e994a31421753390222313fc6c2fe652c2208,False,"[""A4KX71""]","{""A4KX71"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A4KX74,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,655,56b1367656ed6291cf86a0b9ba9b3a3d4acf6f98b24baaa3706704a3a047506d,404,DIRECT_LOOKUP_SUCCESS,200,A4KX74,[],UniProtKB reviewed (Swiss-Prot),ESTE_HVAVE,Heliothis virescens ascovirus 3e,655,56b1367656ed6291cf86a0b9ba9b3a3d4acf6f98b24baaa3706704a3a047506d,False,"[""A4KX74""]","{""A4KX74"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A4QDS8,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,481,3d0a70b50835ade4270b943d49e8f997cfc273a03637da4df29ebb78ea25a29d,404,DIRECT_LOOKUP_SUCCESS,200,A4QDS8,[],UniProtKB reviewed (Swiss-Prot),LEUC_CORGB,Corynebacterium glutamicum (strain R),481,3d0a70b50835ade4270b943d49e8f997cfc273a03637da4df29ebb78ea25a29d,False,"[""A4QDS8""]","{""A4QDS8"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A4ZCW6,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,835,7c9078b555b0f3c02f751b04fa666f012a85cfff337ec1606759a34a4222583e,404,DIRECT_LOOKUP_SUCCESS,200,A4ZCW6,[],UniProtKB reviewed (Swiss-Prot),VP3_ROTH3,Rotavirus A (strain RVA/Human/Japan/AU-1/1982/G3P3[9]),835,7c9078b555b0f3c02f751b04fa666f012a85cfff337ec1606759a34a4222583e,False,"[""A4ZCW6""]","{""A4ZCW6"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A4ZU96,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,156,1318e97d171a698659d6f3e418ebdc9f90ea86767bab83589b289861e9c6e9ed,404,DIRECT_LOOKUP_SUCCESS,200,A4ZU96,[],UniProtKB reviewed (Swiss-Prot),KTHY_ABVP,Acidianus bottle-shaped virus (isolate Italy/Pozzuoli),156,1318e97d171a698659d6f3e418ebdc9f90ea86767bab83589b289861e9c6e9ed,False,"[""A4ZU96""]","{""A4ZU96"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A5B4D2,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,680,3bd630a7b9768a80c2a10713385f51a9bf1a8571d00762d4114527ca0634ffa1,404,DIRECT_LOOKUP_SUCCESS,200,A5B4D2,[],UniProtKB reviewed (Swiss-Prot),GUFP_VITVI,Vitis vinifera,680,3bd630a7b9768a80c2a10713385f51a9bf1a8571d00762d4114527ca0634ffa1,False,"[""A5B4D2""]","{""A5B4D2"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A5HBG1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,648,82c0a279d08a8828546d6aad3ecbd48ccfcb2ee66fd6456a8572bba6f0c0c178,404,DIRECT_LOOKUP_SUCCESS,200,A5HBG1,"[""A5HBD6"", ""A5HBD9"", ""A5HBE6"", ""A5HBF1""]",UniProtKB reviewed (Swiss-Prot),LT_POVWU,WU polyomavirus,648,82c0a279d08a8828546d6aad3ecbd48ccfcb2ee66fd6456a8572bba6f0c0c178,False,"[""A5HBG1"", ""A5HBD6"", ""A5HBD9"", ""A5HBE6"", ""A5HBF1""]","{""A5HBG1"": 404, ""A5HBD6"": 404, ""A5HBD9"": 404, ""A5HBE6"": 404, ""A5HBF1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A5UG02,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,347,c675f4657eeb8acc396cb00f8a634c0016efccfc659fca7d4627589a2909db0d,404,DIRECT_LOOKUP_SUCCESS,200,A5UG02,[],UniProtKB reviewed (Swiss-Prot),SELD_HAEIG,Haemophilus influenzae (strain PittGG),347,c675f4657eeb8acc396cb00f8a634c0016efccfc659fca7d4627589a2909db0d,False,"[""A5UG02""]","{""A5UG02"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A6QP01,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,195,7b0dd881790908f1a8806b6dde80f0be087c7ef32aaa614ea8a5c5b30aa429f0,404,DIRECT_LOOKUP_SUCCESS,200,A6QP01,[],UniProtKB reviewed (Swiss-Prot),SELT_BOVIN,Bos taurus,195,7b0dd881790908f1a8806b6dde80f0be087c7ef32aaa614ea8a5c5b30aa429f0,False,"[""A6QP01""]","{""A6QP01"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A6TU46,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,158,4fde916b173533dda7259683244b6da4b031f506dbfff155697df0e12eadb7b4,404,DIRECT_LOOKUP_SUCCESS,200,A6TU46,[],UniProtKB reviewed (Swiss-Prot),GRDA_ALKMQ,Alkaliphilus metalliredigens (strain QYMF),158,4fde916b173533dda7259683244b6da4b031f506dbfff155697df0e12eadb7b4,False,"[""A6TU46""]","{""A6TU46"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A7FTE0,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,158,c6a07f066f1ac1f9258e762774b5a3964e0a2423872c0db091248ec7af975109,404,DIRECT_LOOKUP_SUCCESS,200,A7FTE0,[],UniProtKB reviewed (Swiss-Prot),GRDA_CLOB1,Clostridium botulinum (strain ATCC 19397 / Type A),158,c6a07f066f1ac1f9258e762774b5a3964e0a2423872c0db091248ec7af975109,False,"[""A7FTE0""]","{""A7FTE0"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A7GCV1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,158,c6a07f066f1ac1f9258e762774b5a3964e0a2423872c0db091248ec7af975109,404,DIRECT_LOOKUP_SUCCESS,200,A7GCV1,[],UniProtKB reviewed (Swiss-Prot),GRDA_CLOBL,Clostridium botulinum (strain Langeland / NCTC 10281 / Type F),158,c6a07f066f1ac1f9258e762774b5a3964e0a2423872c0db091248ec7af975109,False,"[""A7GCV1""]","{""A7GCV1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A7J392,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,835,42077c424d0bf8aa6423ba8f637306f283c75d1d265bdf537e6bcc3bdc78bd08,404,DIRECT_LOOKUP_SUCCESS,200,A7J392,"[""Q0Q7N4""]",UniProtKB reviewed (Swiss-Prot),VP3_ROTHS,Rotavirus A (strain RVA/Human/Japan/S2/1980/G2P1B[4]),835,42077c424d0bf8aa6423ba8f637306f283c75d1d265bdf537e6bcc3bdc78bd08,False,"[""A7J392"", ""Q0Q7N4""]","{""A7J392"": 404, ""Q0Q7N4"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A7J3A0,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,835,0c48fdc0134a9118b953c0f4c586d0296e3bf83175ce47f510a435c425693fa7,404,DIRECT_LOOKUP_SUCCESS,200,A7J3A0,[],UniProtKB reviewed (Swiss-Prot),VP3_ROTBN,Rotavirus A (strain RVA/Cow/United States/NCDV-Lincoln/1969/G6P6[1]),835,0c48fdc0134a9118b953c0f4c586d0296e3bf83175ce47f510a435c425693fa7,False,"[""A7J3A0""]","{""A7J3A0"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A7J3A4,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,835,6e7e10be4629fc86d088b526fc4b8b76a5b46d6915bb54538d318cceb07ac6cf,404,DIRECT_LOOKUP_SUCCESS,200,A7J3A4,[],UniProtKB reviewed (Swiss-Prot),VP3_ROTYO,Rotavirus A (strain RVA/Human/Japan/YO/1977/G3P1A[8]),835,6e7e10be4629fc86d088b526fc4b8b76a5b46d6915bb54538d318cceb07ac6cf,False,"[""A7J3A4""]","{""A7J3A4"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A7YD35,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,267,8dba567351f2bdf44e21f2f2958f4ff9df112b97230ee97ee1fc35e87533d027,404,DIRECT_LOOKUP_SUCCESS,200,A7YD35,[],UniProtKB reviewed (Swiss-Prot),IOD3_SPAAU,Sparus aurata,267,8dba567351f2bdf44e21f2f2958f4ff9df112b97230ee97ee1fc35e87533d027,False,"[""A7YD35""]","{""A7YD35"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A8MHJ6,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,346,24b9be1b70e5a8d27b9e7d49a3218bf97f33293b0c30061422ca0e72223cbc2e,000,DIRECT_LOOKUP_SUCCESS,200,A8MHJ6,[],UniProtKB reviewed (Swiss-Prot),SELD_ALKOO,Alkaliphilus oremlandii (strain OhILAs),346,24b9be1b70e5a8d27b9e7d49a3218bf97f33293b0c30061422ca0e72223cbc2e,False,"[""A8MHJ6""]","{""A8MHJ6"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A8Y984,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,655,e472bc243cb144d008b833dd11b9c80ee689d4a6eed106d126bedfb3cc89bfeb,404,DIRECT_LOOKUP_SUCCESS,200,A8Y984,[],UniProtKB reviewed (Swiss-Prot),LT_POVSM,Squirrel monkey polyomavirus,655,e472bc243cb144d008b833dd11b9c80ee689d4a6eed106d126bedfb3cc89bfeb,False,"[""A8Y984""]","{""A8Y984"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
A9Q1K9,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,719,3ab30ac4489d2afae4579adf9942c9ea18199ba912082b6527b735f0a0e16127,000,DIRECT_LOOKUP_SUCCESS,200,A9Q1K9,[],UniProtKB reviewed (Swiss-Prot),VP3_ROTB2,Rotavirus X (isolate RVX/Human/Bangladesh/NADRV-B219/2002/GXP[X]),719,3ab30ac4489d2afae4579adf9942c9ea18199ba912082b6527b735f0a0e16127,False,"[""A9Q1K9""]","{""A9Q1K9"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
B1NKR1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,835,198740b39c4deac3faef7366b1c886876642c1a963bdae83c8a1d49ddd3a898f,404,DIRECT_LOOKUP_SUCCESS,200,B1NKR1,[],UniProtKB reviewed (Swiss-Prot),VP3_ROTH7,Rotavirus A (isolate RVA/Human/United Kingdom/A64/1987/G10P11[14]),835,198740b39c4deac3faef7366b1c886876642c1a963bdae83c8a1d49ddd3a898f,False,"[""B1NKR1""]","{""B1NKR1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
B1NKR5,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,835,ed74412e2dce3034991224b377c1bf93888904d747007171f9f52b230c18bd7f,404,DIRECT_LOOKUP_SUCCESS,200,B1NKR5,[],UniProtKB reviewed (Swiss-Prot),VP3_ROTAD,Rotavirus A (strain RVA/Human/United States/D/1974/G1P1A[8]),835,ed74412e2dce3034991224b377c1bf93888904d747007171f9f52b230c18bd7f,False,"[""B1NKR5""]","{""B1NKR5"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
B1NKS7,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,835,a8a3275c481a147f2ecd7fb796189bf46ae1db9ad0cd2d43d59506146cbe6f98,404,DIRECT_LOOKUP_SUCCESS,200,B1NKS7,[],UniProtKB reviewed (Swiss-Prot),VP3_ROTHL,Rotavirus A (strain RVA/Human/Philippines/L26/1987/G12P1B[4]),835,a8a3275c481a147f2ecd7fb796189bf46ae1db9ad0cd2d43d59506146cbe6f98,False,"[""B1NKS7""]","{""B1NKS7"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
B1NKT1,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,835,d2e1366801b3306c8c997fd2d612905f7057550f3007bd4fad9b22a70a0394dd,404,DIRECT_LOOKUP_SUCCESS,200,B1NKT1,"[""Q1ADF3""]",UniProtKB reviewed (Swiss-Prot),VP3_ROTHP,Rotavirus A (strain RVA/Human/United States/P/1974/G3P1A[8]),835,d2e1366801b3306c8c997fd2d612905f7057550f3007bd4fad9b22a70a0394dd,False,"[""B1NKT1"", ""Q1ADF3""]","{""B1NKT1"": 404, ""Q1ADF3"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
B1NKT9,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,835,81fd82f863e713d8b7309d1d1738a077768e3952290bbcd6035da3304893e5f2,404,DIRECT_LOOKUP_SUCCESS,200,B1NKT9,"[""Q6WNW0""]",UniProtKB reviewed (Swiss-Prot),VP3_ROTHT,Rotavirus A (strain RVA/Human/United Kingdom/ST3/1975/G4P2A[6]),835,81fd82f863e713d8b7309d1d1738a077768e3952290bbcd6035da3304893e5f2,False,"[""B1NKT9"", ""Q6WNW0""]","{""B1NKT9"": 404, ""Q6WNW0"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
B1NKU3,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,835,99411859eddb07b36e7d36dbaa53c1eb325c9592f19d5c6ae712ae313a4d4331,404,DIRECT_LOOKUP_SUCCESS,200,B1NKU3,"[""Q6WNW2""]",UniProtKB reviewed (Swiss-Prot),VP3_ROTWI,Rotavirus A (isolate RVA/Human/United States/WI61/1983/G9P1A[8]),835,99411859eddb07b36e7d36dbaa53c1eb325c9592f19d5c6ae712ae313a4d4331,False,"[""B1NKU3"", ""Q6WNW2""]","{""B1NKU3"": 404, ""Q6WNW2"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
B2BMF9,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,835,406cf5dc117b8c22da19838f22550a108e9282fe8ee7b16dddd2ba85fdb84e94,404,DIRECT_LOOKUP_SUCCESS,200,B2BMF9,[],UniProtKB reviewed (Swiss-Prot),VP3_ROTW3,Rotavirus A (strain RVA/Cow/United States/WC3/1981/G6P7[5]),835,406cf5dc117b8c22da19838f22550a108e9282fe8ee7b16dddd2ba85fdb84e94,False,"[""B2BMF9""]","{""B2BMF9"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
B2BW43,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,210,a446e02b9e1898667d9173e597e04e019015edcb0638118836431586630ef249,404,DIRECT_LOOKUP_SUCCESS,200,B2BW43,[],UniProtKB reviewed (Swiss-Prot),UCK10_BWCOV,Beluga whale coronavirus (strain SW1),210,a446e02b9e1898667d9173e597e04e019015edcb0638118836431586630ef249,False,"[""B2BW43""]","{""B2BW43"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
B2S2W8,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,291,6705cdfb3f9962885f208378c5865e20cb2a61318d56d8381bf47cfa96e67987,404,DIRECT_LOOKUP_SUCCESS,200,B2S2W8,[],UniProtKB reviewed (Swiss-Prot),ISPE_TREPS,Treponema pallidum subsp. pallidum (strain SS14),291,6705cdfb3f9962885f208378c5865e20cb2a61318d56d8381bf47cfa96e67987,False,"[""B2S2W8""]","{""B2S2W8"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
B3A0L6,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,11,aaedd3baa2a798ab9d178d0cb2428f995f15d16dfce51e9d98d29a065167ad70,404,DIRECT_LOOKUP_SUCCESS,200,B3A0L6,[],UniProtKB reviewed (Swiss-Prot),ENOB_GADMO,Gadus morhua,11,aaedd3baa2a798ab9d178d0cb2428f995f15d16dfce51e9d98d29a065167ad70,False,"[""B3A0L6""]","{""B3A0L6"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
B3E7F7,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,346,b68ad2af5979adee61996d41afb65aa379ff977c1ddc72f18f5007c749db6093,404,DIRECT_LOOKUP_SUCCESS,200,B3E7F7,[],UniProtKB reviewed (Swiss-Prot),SELD_TRIL1,Trichlorobacter lovleyi (strain ATCC BAA-1151 / DSM 17278 / SZ),346,b68ad2af5979adee61996d41afb65aa379ff977c1ddc72f18f5007c749db6093,False,"[""B3E7F7""]","{""B3E7F7"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
B3EWG7,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,9,b16715fc9aaf2af6cb25ace0a5e2335e02fb5c3bfc18946ffbe04b524d872ea1,404,DIRECT_LOOKUP_SUCCESS,200,B3EWG7,[],UniProtKB reviewed (Swiss-Prot),PERO_PLEPU,Pleurotus pulmonarius,9,b16715fc9aaf2af6cb25ace0a5e2335e02fb5c3bfc18946ffbe04b524d872ea1,False,"[""B3EWG7""]","{""B3EWG7"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
B3EWG8,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,10,c313d76bdb39286acc76e41c1b891efea8b062fdb02a6639620f6d7e6c95169e,404,DIRECT_LOOKUP_SUCCESS,200,B3EWG8,[],UniProtKB reviewed (Swiss-Prot),PA2A_PORNA,Porthidium nasutum,10,c313d76bdb39286acc76e41c1b891efea8b062fdb02a6639620f6d7e6c95169e,False,"[""B3EWG8""]","{""B3EWG8"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
