UniprotID,original_uid,uniprot_query_status,primary_accession,secondary_accessions,canonical_or_isoform,organism,sequence_length,afdb_primary_probe_status,afdb_secondary_probe_status,reviewed_accession_candidate,reviewed_accession_action,review_notes
Q5R869,Q5R869,,,,,,116,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5RFG3,Q5RFG3,,,,,,226,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UNT1,Q5UNT1,,,,,,545,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UNT4,Q5UNT4,,,,,,539,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UNT7,Q5UNT7,,,,,,694,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UNU9,Q5UNU9,,,,,,149,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UNV4,Q5UNV4,,,,,,255,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UP25,Q5UP25,,,,,,225,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UP36,Q5UP36,,,,,,509,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UP54,Q5UP54,,,,,,292,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UP57,Q5UP57,,,,,,242,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UPJ7,Q5UPJ7,,,,,,346,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UPU3,Q5UPU3,,,,,,546,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UPX0,Q5UPX0,,,,,,548,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UPZ2,Q5UPZ2,,,,,,397,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UPZ9,Q5UPZ9,,,,,,148,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQ00,Q5UQ00,,,,,,287,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQ24,Q5UQ24,,,,,,542,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQ46,Q5UQ46,,,,,,519,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQ59,Q5UQ59,,,,,,600,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQ70,Q5UQ70,,,,,,193,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQ78,Q5UQ78,,,,,,450,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQ96,Q5UQ96,,,,,,695,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQ98,Q5UQ98,,,,,,445,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQC1,Q5UQC1,,,,,,633,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQC3,Q5UQC3,,,,,,895,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQD1,Q5UQD1,,,,,,524,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQD2,Q5UQD2,,,,,,421,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQE1,Q5UQE1,,,,,,550,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQG3,Q5UQG3,,,,,,563,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQI4,Q5UQI4,,,,,,447,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQJ6,Q5UQJ6,,,,,,467,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQL3,Q5UQL3,,,,,,137,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQU2,Q5UQU2,,,,,,817,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UQV6,Q5UQV6,,,,,,143,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UR02,Q5UR02,,,,,,579,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UR12,Q5UR12,,,,,,323,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UR22,Q5UR22,,,,,,536,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UR44,Q5UR44,,,,,,353,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UR49,Q5UR49,,,,,,695,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UR64,Q5UR64,,,,,,358,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UR67,Q5UR67,,,,,,170,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UR74,Q5UR74,,,,,,212,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5UR82,Q5UR82,,,,,,550,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5X9M0,Q5X9M0,,,,,,499,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5YD76,Q5YD76,,,,,,278,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q5ZJN8,Q5ZJN8,,,,,,199,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q60270,Q60270,,,,,,520,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q61153,Q61153,,,,,,257,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q65163,Q65163,,,,,,119,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q65164,Q65164,,,,,,318,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q65191,Q65191,,,,,,509,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q65199,Q65199,,,,,,165,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q65216,Q65216,,,,,,868,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q65243,Q65243,,,,,,162,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q65526,Q65526,,,,,,695,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q66165,Q66165,,,,,,424,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q66624,Q66624,,,,,,613,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q66662,Q66662,,,,,,305,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q66663,Q66663,,,,,,799,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q66862,Q66862,,,,,,278,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q66I14,Q66I14,,,,,,447,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q67387,Q67387,,,,,,648,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q67472,Q67472,,,,,,214,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q67477,Q67477,,,,,,370,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q67KE6,Q67KE6,,,,,,155,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q67KE7,Q67KE7,,,,,,429,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q68101,Q68101,,,,,,707,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q69151,Q69151,,,,,,382,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q694C5,Q694C5,,,,,,383,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q69BJ7,Q69BJ7,,,,,,274,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q69BJ8,Q69BJ8,,,,,,274,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q69BJ9,Q69BJ9,,,,,,274,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q69BK1,Q69BK1,,,,,,274,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6A2H0,Q6A2H0,,,,,,535,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6A2H2,Q6A2H2,,,,,,535,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6AL81,Q6AL81,,,,,,408,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6DN07,Q6DN07,,,,,,292,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6EE31,Q6EE31,,,,,,548,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6GZN7,Q6GZN7,,,,,,150,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6GZQ8,Q6GZQ8,,,,,,387,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6GZR2,Q6GZR2,,,,,,164,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6GZT8,Q6GZT8,,,,,,565,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6GZV6,Q6GZV6,,,,,,851,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6J362,Q6J362,,,,,,219,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6LH19,Q6LH19,,,,,,161,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6LH20,Q6LH20,,,,,,158,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6LWL2,Q6LWL2,,,,,,658,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6LWL8,Q6LWL8,,,,,,434,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6PBD1,Q6PBD1,,,,,,201,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6PHY8,Q6PHY8,,,,,,193,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6QGJ4,Q6QGJ4,,,,,,177,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6QGJ5,Q6QGJ5,,,,,,279,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6QGP4,Q6QGP4,,,,,,250,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6QN11,Q6QN11,,,,,,305,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6QN12,Q6QN12,,,,,,269,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6QN13,Q6QN13,,,,,,249,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6R7H4,Q6R7H4,,,,,,835,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6R7K3,Q6R7K3,,,,,,579,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6RZD4,Q6RZD4,,,,,,204,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6RZR1,Q6RZR1,,,,,,147,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6SW46,Q6SW46,,,,,,707,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6SW70,Q6SW70,,,,,,388,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6TUZ4,Q6TUZ4,,,,,,143,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6U6H1,Q6U6H1,,,,,,259,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6UDH7,Q6UDH7,,,,,,460,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6UDJ1,Q6UDJ1,,,,,,313,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6UDJ2,Q6UDJ2,,,,,,811,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6UDK9,Q6UDK9,,,,,,339,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6UDM0,Q6UDM0,,,,,,414,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6V915,Q6V915,,,,,,244,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6WAT6,Q6WAT6,,,,,,835,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6WHI1,Q6WHI1,,,,,,151,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6WNV6,Q6WNV6,,,,,,829,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6WNV7,Q6WNV7,,,,,,835,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6WNV8,Q6WNV8,,,,,,835,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6WNW3,Q6WNW3,,,,,,835,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6WNW5,Q6WNW5,,,,,,835,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6WVH5,Q6WVH5,,,,,,835,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q6YP73,Q6YP73,,,,,,510,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q702W0,Q702W0,,,,,,400,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q705F4,Q705F4,,,,,,609,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q705G8,Q705G8,,,,,,626,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q70KP1,Q70KP1,,,,,,430,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q715L4,Q715L4,,,,,,274,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q71TL0,Q71TL0,,,,,,754,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q72CF1,Q72CF1,,,,,,351,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q72XC1,Q72XC1,,,,,,195,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q72XY4,Q72XY4,,,,,,509,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q732F6,Q732F6,,,,,,450,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q732H8,Q732H8,,,,,,180,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q73CE0,Q73CE0,,,,,,510,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q73DE0,Q73DE0,,,,,,291,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q73FB9,Q73FB9,,,,,,485,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q73FJ3,Q73FJ3,,,,,,424,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q73JP8,Q73JP8,,,,,,354,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q73PQ2,Q73PQ2,,,,,,157,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q74FK1,Q74FK1,,,,,,345,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q76RA8,Q76RA8,,,,,,204,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q76RD8,Q76RD8,,,,,,771,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q76RE7,Q76RE7,,,,,,147,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q76ZT1,Q76ZT1,,,,,,333,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q775U0,Q775U0,,,,,,844,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q775Z7,Q775Z7,,,,,,147,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q77MS0,Q77MS0,,,,,,343,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q77MS1,Q77MS1,,,,,,822,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q77TG7,Q77TG7,,,,,,204,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q7LZG1,Q7LZG1,,,,,,181,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q7T6X3,Q7T6X3,,,,,,573,000,,,,AFDB v6 structure could not be fetched for the original UID.
Q7T6X6,Q7T6X6,,,,,,606,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q7T6Y1,Q7T6Y1,,,,,,276,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q7T6Y8,Q7T6Y8,,,,,,881,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q7T6Y9,Q7T6Y9,,,,,,417,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q7VNG0,Q7VNG0,,,,,,346,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q7X2N3,Q7X2N3,,,,,,811,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q7Y4Y9,Q7Y4Y9,,,,,,244,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q802F2,Q802F2,,,,,,193,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q802G6,Q802G6,,,,,,110,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q804E1,Q804E1,,,,,,248,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q805H4,Q805H4,,,,,,312,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q805R1,Q805R1,,,,,,440,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q80902,Q80902,,,,,,609,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q80909,Q80909,,,,,,604,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q80915,Q80915,,,,,,643,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q80922,Q80922,,,,,,593,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q80943,Q80943,,,,,,610,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q80950,Q80950,,,,,,652,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q80957,Q80957,,,,,,630,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q80DS7,Q80DS7,,,,,,204,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q80DX6,Q80DX6,,,,,,844,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q80HT9,Q80HT9,,,,,,204,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q80RC7,Q80RC7,,,,,,439,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q80TA1,Q80TA1,,,,,,398,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q81020,Q81020,,,,,,633,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q811C4,Q811C4,,,,,,509,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q81966,Q81966,,,,,,644,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q81999,Q81999,,,,,,650,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q82007,Q82007,,,,,,650,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q82041,Q82041,,,,,,693,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q83356,Q83356,,,,,,439,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q84293,Q84293,,,,,,649,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q84356,Q84356,,,,,,602,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q84424,Q84424,,,,,,330,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q848I4,Q848I4,,,,,,554,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q85297,Q85297,,,,,,178,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q85437,Q85437,,,,,,801,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q857H2,Q857H2,,,,,,672,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q86567,Q86567,,,,,,286,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q865R2,Q865R2,,,,,,201,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q86VQ6,Q86VQ6,,,,,,643,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q87009,Q87009,,,,,,280,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q87013,Q87013,,,,,,285,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q89121,Q89121,,,,,,439,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q89187,Q89187,,,,,,210,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q89269,Q89269,,,,,,312,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q89443,Q89443,,,,,,962,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q89536,Q89536,,,,,,597,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q89576,Q89576,,,,,,509,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q89662,Q89662,,,,,,178,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q89940,Q89940,,,,,,289,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8BB04,Q8BB04,,,,,,835,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8BB16,Q8BB16,,,,,,314,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8BB26,Q8BB26,,,,,,424,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8BDD7,Q8BDD7,,,,,,613,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8CXZ8,Q8CXZ8,,,,,,368,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8FDI4,Q8FDI4,,,,,,598,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8FHF4,Q8FHF4,,,,,,440,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8FKG1,Q8FKG1,,,,,,369,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8JL72,Q8JL72,,,,,,204,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8JSP9,Q8JSP9,,,,,,424,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8KAZ0,Q8KAZ0,,,,,,264,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8KBX0,Q8KBX0,,,,,,467,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8MBG5,Q8MBG5,,,,,,487,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8MBK3,Q8MBK3,,,,,,490,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8MBQ4,Q8MBQ4,,,,,,490,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8MIU0,Q8MIU0,,,,,,530,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8MJ14,Q8MJ14,,,,,,206,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8QMP8,Q8QMP8,,,,,,505,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8QMQ7,Q8QMQ7,,,,,,204,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8QMV9,Q8QMV9,,,,,,844,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8QQ21,Q8QQ21,,,,,,204,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8R8W3,Q8R8W3,,,,,,344,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8SDC3,Q8SDC3,,,,,,327,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8TN68,Q8TN68,,,,,,467,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8TS72,Q8TS72,,,,,,468,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8TS73,Q8TS73,,,,,,495,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8TTA5,Q8TTA5,,,,,,467,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8TTA9,Q8TTA9,,,,,,495,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8TVM0,Q8TVM0,,,,,,334,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8UVX8,Q8UVX8,,,,,,269,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8V2K9,Q8V2K9,,,,,,204,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8V2R8,Q8V2R8,,,,,,844,000,,,,AFDB v6 structure could not be fetched for the original UID.
Q8V2Y0,Q8V2Y0,,,,,,147,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8V3U0,Q8V3U0,,,,,,394,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8V437,Q8V437,,,,,,424,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8V4S4,Q8V4S4,,,,,,503,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8V9T7,Q8V9T7,,,,,,318,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8V9U2,Q8V9U2,,,,,,963,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8W3Z3,Q8W3Z3,,,,,,757,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8WMS6,Q8WMS6,,,,,,330,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8YD09,Q8YD09,,,,,,925,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q8YI91,Q8YI91,,,,,,255,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q90029,Q90029,,,,,,177,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q90030,Q90030,,,,,,268,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q90033,Q90033,,,,,,181,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q90054,Q90054,,,,,,545,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q90185,Q90185,,,,,,805,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q912W1,Q912W1,,,,,,290,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q91EK3,Q91EK3,,,,,,293,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q91F87,Q91F87,,,,,,296,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q91FD5,Q91FD5,,,,,,411,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q91FE4,Q91FE4,,,,,,528,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q91FE8,Q91FE8,,,,,,360,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q91FH7,Q91FH7,,,,,,111,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q91FS1,Q91FS1,,,,,,213,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q91HJ9,Q91HJ9,,,,,,835,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q91ZI8,Q91ZI8,,,,,,304,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q92060,Q92060,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q92116,Q92116,,,,,,521,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q92813,Q92813,,,,,,273,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q937Z1,Q937Z1,,,,,,451,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q93A90,Q93A90,,,,,,489,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q93LE1,Q93LE1,,,,,,476,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q94497,Q94497,,,,,,364,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q94MV8,Q94MV8,,,,,,172,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q95N00,Q95N00,,,,,,257,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q98218,Q98218,,,,,,684,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q98234,Q98234,,,,,,220,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q98267,Q98267,,,,,,634,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q98500,Q98500,,,,,,193,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q98829,Q98829,,,,,,329,000,,,,AFDB v6 structure could not be fetched for the original UID.
Q99611,Q99611,,,,,,448,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q99CW3,Q99CW3,,,,,,440,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q99MD6,Q99MD6,,,,,,652,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9AQ98,Q9AQ98,,,,,,346,000,,,,AFDB v6 structure could not be fetched for the original UID.
Q9AT63,Q9AT63,,,,,,309,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9BVL4,Q9BVL4,,,,,,669,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9C0D9,Q9C0D9,,,,,,397,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9DBC0,Q9DBC0,,,,,,667,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9DHU2,Q9DHU2,,,,,,325,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9DR81,Q9DR81,,,,,,424,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9E6L8,Q9E6L8,,,,,,402,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9E6M6,Q9E6M6,,,,,,436,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9E6P5,Q9E6P5,,,,,,352,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9E6Q4,Q9E6Q4,,,,,,513,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9EMI7,Q9EMI7,,,,,,299,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9EVE0,Q9EVE0,,,,,,444,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9EVG2,Q9EVG2,,,,,,442,404,,,,AFDB v6 structure could not be fetched for the original UID.
Q9EVG3,Q9EVG3,,,,,,365,404,,,,AFDB v6 structure could not be fetched for the original UID.
